X,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62
PRX,0.51175,0.50225,0.46725,0.913375,0.782625,0.29325,0.530375,1.161375,0.962875,1.195875,1.011375,0.52075,1.176625,0.745625,0.66825,1.0125,1.19957142857143,0.1115,0.84575,0.71375,0.234,0.398625,0.71875,1.48325,1.373875,0.552375,1.0475,1.103625,0.932125,0.476625,0.497875,1.308625,0.768,0.859625,0.910625,0.69,1.041125,0.028125,0.865142857142857,0.756125,0.44925,0.966,0.857,3.28814285714286,0.635875,0.84575,0.80225,0.876875,1.294875,0.87625,1.12175,0.679625,0.554,1.17725,0.519125,0.73925,0.800625,1.088875,0.79475,1.63775,1.01975,0.384
SSR2,0.41175,0.0639166666666667,0.400083333333333,0.774,0.259833333333333,0.0123333333333333,0.636583333333333,0.6135,0.2395,0.394666666666667,0.64125,-0.405,0.460333333333333,0.6505,0.278833333333333,0.946333333333333,0.397333333333333,0.529,0.476833333333333,0.61875,-0.301583333333333,-0.302666666666667,0.617,0.659416666666667,0.42575,0.554416666666667,0.0476666666666666,0.128166666666667,0.1895,0.346166666666667,0.237916666666667,-0.213416666666667,-0.164583333333333,0.421333333333333,0.2215,0.210083333333333,1.09075,1.27775,0.431083333333333,0.239833333333333,0.21375,0.311666666666667,0.468166666666667,1.84183333333333,0.688,0.164583333333333,0.538916666666667,0.20825,0.293666666666667,0.4805,0.752166666666667,0.284833333333333,0.436,0.645916666666667,0.316,-0.12525,0.555833333333333,0.0288333333333333,0.821583333333333,0.319333333333333,0.244833333333333,0.295333333333333
MCM2,-2.3435,-2.352,-2.4435,-1.968,-2.29916666666667,-2.13483333333333,-2.37816666666667,-1.94633333333333,-2.3805,-2.272,-2.18066666666667,-3.2265,-2.15766666666667,-1.6095,-2.5105,-2.48466666666667,-2.50116666666667,-2.48366666666667,-2.549,-2.05583333333333,-4.08233333333333,-3.2485,-1.60566666666667,-2.44216666666667,-2.05516666666667,-2.13883333333333,-1.886,-1.73666666666667,-1.793,-1.40166666666667,-3.43983333333333,-2.6465,-3.23516666666667,-1.972,-2.10233333333333,-2.6365,-2.908,-3.30383333333333,-2.61316666666667,-2.76716666666667,-2.66616666666667,-2.49816666666667,-2.83583333333333,-0.590333333333333,-2.07916666666667,-3.42483333333333,-3.473,-2.59783333333333,-2.543,-2.68083333333333,-2.01666666666667,-3.53833333333333,-3.006,-1.81333333333333,-2.712,-3.53866666666667,-2.48016666666667,-2.97216666666667,-2.88583333333333,-2.75483333333333,-2.835,-3.03383333333333
PDZD2,3.6275,3.927875,2.155625,2.495,2.877,4.307125,2.1785,2.1665,2.593,2.919125,1.9465,5.1385,2.383875,2.177,2.903375,2.978875,3.691125,4.57975,2.850875,2.590875,3.578,5.775,2.499875,2.547375,2.436875,3.233,2.873125,2.1755,2.0965,0.859625,4.104375,3.9785,3.820625,2.483875,3.252875,2.234625,3.0165,2.637625,3.735625,4.307125,4.1375,2.471,3.14925,-1.05266666666667,2.67025,4.973125,4.57275,4.730625,2.999875,2.980875,2.307625,4.85725,3.72075,2.799625,3.469125,5.21025,1.75875,4.674,2.65525,2.489875,3.24775,3.876375
ZBED4,-0.490125,-0.724,-0.094125,0.00337499999999997,-0.38925,-0.415625,0.00899999999999998,0.032,-0.251625,0.0025,-0.299375,-0.761875,-0.338375,0.243625,-0.8865,-0.606625,-0.544,-0.362375,0.12175,0.168375,-0.464625,-0.73,-0.184875,-0.180875,-0.374875,-0.329625,-0.388125,-0.1785,-0.013125,-0.01,-0.170125,-0.8195,-0.773375,-0.124375,-0.31425,-0.153,-0.816,-0.4645,-0.050125,-0.327125,-0.51725,-0.40325,-0.7685,-0.858285714285714,-0.34,-0.5225,-0.60425,-0.452625,-0.368625,-0.063625,-0.33975,-0.714125,-0.98875,-0.327875,-0.445625,-0.652625,-0.23575,-0.713125,-0.138625,-0.669625,-0.353,-0.35775
RHOJ,2.592125,1.806125,2.441125,2.0755,2.317125,1.7095,1.8315,2.736125,2.15625,2.38125,2.49025,2.243875,2.378875,1.960125,1.996,1.401875,2.271,2.04925,2.433375,1.49975,1.855875,1.860375,1.9035,1.717625,2.33875,2.386625,1.87075,1.921875,1.7295,1.44125,2.435625,2.310125,1.7555,2.48275,2.633125,1.545125,1.80375,2.381875,1.636125,1.562875,2.288875,1.967625,2.08525,0.846875,1.4805,2.30175,2.04375,2.6265,2.02875,2.165375,1.370125,1.774625,1.430375,1.725,1.73675,1.621125,1.567,2.209625,1.19825,1.410625,2.360625,2.359375
OGFOD1,-0.95675,-1.3185,-1.4035,-1.33225,-1.56675,-1.3885,-1.19,-1.404,-1.515,-1.2325,-1.3465,-1.2105,-1.63975,-1.15,-1.49575,-1.26325,-1.4065,-1.42925,-1.0435,-1.07525,-0.702,-0.8485,-1.29875,-1.00125,-1.79075,-1.35775,-1.86575,-1.08625,-1.667,-1.22825,-1.3875,-1.20275,-1.723,-1.355,-1.732,-1.54125,-2.07975,-1.565,-1.716,-1.37925,-1.45175,-1.6935,-1.714,-1.56,-1.57625,-0.6235,-1.49275,-1.4785,-1.67275,-1.61175,-1.81475,-1.5025,-1.38675,-1.682,-1.66875,-0.941,-1.6845,-1.5455,-2.001,-1.89025,-1.765,-1.295
ZNF559,0.8375,0.239833333333333,0.414166666666667,0.7745,0.996,0.412666666666667,0.529333333333333,0.634833333333333,1.1785,0.759333333333333,0.357666666666667,0.387166666666667,0.889333333333333,0.197833333333333,-0.511333333333333,0.912,0.1565,0.0405,1.03666666666667,0.8845,0.1675,0.2405,0.711333333333333,0.263833333333333,0.5045,0.561333333333333,0.786333333333333,-0.288833333333333,1.02183333333333,0.714333333333333,0.68,0.572166666666667,-0.0358333333333333,0.797833333333333,0.857,0.713166666666667,0.6595,0.875666666666667,0.738166666666667,0.291333333333333,0.138,0.330333333333333,0.758166666666667,-1.4822,0.520833333333333,0.363,0.476833333333333,0.165833333333333,0.544,0.765333333333333,0.420666666666667,0.787166666666667,-0.00299999999999999,1.14666666666667,0.556833333333333,0.248833333333333,0.841333333333333,0.3255,-0.511333333333333,0.156166666666667,0.6455,0.240666666666667
CXCL10,2.44825,3.56725,2.826,1.95725,3.01025,1.158,2.514,2.2375,2.156,2.65625,2.86475,1.29275,2.872,2.01325,1.96366666666667,2.408,2.47975,2.82825,3.33525,2.23275,1.026,2.70975,2.94175,1.42425,1.722,3.779,3.01525,2.149,2.2075,3.64175,3.2655,1.63375,1.2415,3.37775,2.0655,1.859,1.18975,4.49175,2.4405,2.59975,2.75925,0.898,3.237,-0.748,0.5175,2.8555,2.46875,1.54725,1.012,3.46175,1.07125,3.14325,-0.097,2.07325,3.86425,1.67475,0.4595,1.54425,3.7885,1.2605,2.6685,1.58825
CKAP2L,-3.82475,-2.72775,-2.89525,-3.17725,-3.9565,-3.59675,-2.74225,-3.335,-3.60975,-2.6505,-2.816,-4.39225,-3.8685,-2.232,-2.341,-2.87,-3.63675,-3.12375,-3.8155,-3.71975,-1.5615,-3.81325,-2.06175,-3.304,-4.5095,-3.26725,-3.648,-4.004,-4.353,-2.65925,-2.83775,-3.4575,-3.41,-3.59775,-3.70425,-2.70433333333333,-3.33966666666667,-3.18966666666667,-4.0915,-4.4885,-4.416,-5.49525,-4.01025,-1.13,-3.439,-4.80875,-5.07675,-4.44075,-4.19025,-3.839,-3.85275,-4.26,-3.86525,-3.913,-4.53475,-4.5305,-4.863,-4.275,-3.493,-4.262,-4.67575,-3.343
VCAN,0.05475,2.51125,0.87175,-2.4355,-0.39225,0.97425,0.105,0.43175,-0.5555,0.68675,0.94425,-0.43075,-1.194,0.12,-1.50925,-0.1155,-0.15075,0.04825,1.185,-1.88975,0.08675,0.326,-0.8065,-0.6445,-0.4625,0.637,-0.9875,-1.292,-0.66825,0.74725,-0.608,0.27825,-1.8525,-0.97575,-0.718,-0.4415,-0.38275,1.5705,-0.75,-0.33875,0.19875,-0.17775,1.03475,-0.274,-2.25525,1.118,0.32825,-0.57825,-0.784,-0.3365,-1.41525,0.754,-0.235,-2.19875,-0.37675,-0.843,-0.69275,-1.21375,-0.9315,-0.7685,-0.8425,1.43625
NHS,0.691,0.957,0.944,1.2785,0.5225,1.4025,0.018,0.6475,1.146,0.495,0.2855,1.17,1.3335,0.3645,0.86,0.9855,1.0465,1.144,0.7895,1.2685,1.575,1.8545,1.385,0.571,1.487,1.045,0.562,1.0125,1.037,0.455,1.576,2.088,1.4055,1.07,1.1795,0.6325,0.625,0.9955,1.689,1.0615,1.5825,1.018,0.945,-1.9795,1.162,0.7855,0.9955,1.3655,0.533,0.793,1.2065,2.3055,1.198,1.1995,1.5955,1.75,1.298,2.0575,1.2835,0.9015,1.256,0.903
TM9SF3,0.6395,0.5675,0.921333333333333,0.865833333333333,0.666333333333333,0.680333333333333,1.33416666666667,0.828166666666667,0.913833333333333,0.720166666666667,0.901166666666667,0.5925,0.683833333333333,1.11283333333333,0.823,-0.0586666666666666,0.263166666666667,0.5635,0.857833333333333,0.609333333333333,0.7405,0.857,0.906666666666667,1.00766666666667,0.794333333333333,0.676833333333333,0.3675,0.6745,0.492333333333333,0.371333333333333,0.796,0.624333333333333,0.33,0.472666666666667,0.529833333333333,0.716166666666667,0.592333333333333,0.961,0.948,0.850333333333333,0.692,0.274166666666667,0.4905,-0.254333333333333,0.566833333333333,1.146,0.7765,0.877166666666667,0.717333333333333,0.773,0.516166666666667,1.13433333333333,0.0645,0.255333333333333,0.325,0.7805,0.6075,0.342166666666667,0.844333333333333,0.480333333333333,0.371166666666667,0.1525
CDH7,-1.7185,-1.827,-1.51775,-1.085,-1.135,-1.5785,-1.1115,-1.57,-1.5885,-2.0905,-1.749,-1.74325,-1.36225,-0.995,-2.66066666666667,-1.67425,-0.68175,-0.718,-2.042,-1.54475,0.4275,-1.6595,-1.70875,-1.37525,-2.4945,-1.67,-1.26975,-1.12175,-1.921,-1.92025,-1.488,-1.23375,-1.5875,-0.9815,-1.5425,-2.636,-1.044,-1.81475,-2.60325,-1.9265,-1.07,-1.41525,-1.90825,-1.26675,-1.57125,-2.74075,-2.3435,-2.15275,-2.647,-1.54775,-1.39625,-1.4185,-1.69025,-1.8885,-1.539,-2.61275,-1.7595,-1.8905,-3.2495,-2.42275,-2.9515,-1.6115
TMEM41A,-0.1305,-0.428166666666667,-0.348666666666667,-0.361833333333333,-0.3565,-0.140833333333333,-0.053,-0.244833333333333,-0.238333333333333,-0.183166666666667,-0.3315,-0.0528333333333333,-0.137333333333333,-0.366166666666667,-0.8855,-1.47133333333333,-0.482833333333333,-0.261833333333333,-0.6105,-0.103666666666667,0.0555,-0.598666666666667,-0.105833333333333,-0.464833333333333,-0.6635,-0.545166666666667,-0.268333333333333,-0.281166666666667,-0.278833333333333,-0.494333333333333,-0.745666666666667,-0.4785,-0.56,-0.4795,-0.573333333333333,-1.12016666666667,-1.30066666666667,-1.6215,-0.931,-0.614333333333333,-0.361833333333333,-0.029,-0.315333333333333,-2.20933333333333,0.00933333333333335,-0.533166666666667,-0.452666666666667,-0.490333333333333,-0.452833333333333,-0.310833333333333,-0.398166666666667,-0.3645,-0.51,0.0175,-0.416,-0.296333333333333,0.128833333333333,-0.433333333333333,-0.187166666666667,-0.352833333333333,-0.315666666666667,-0.528666666666667
MARCKSL1,-0.354333333333333,-1.583,0.2815,0.475833333333333,0.634666666666667,0.532,1.17416666666667,0.7215,0.0075,0.792666666666667,0.597,-1.30866666666667,0.233833333333333,0.945166666666667,-0.444,-1.18666666666667,-1.47333333333333,-0.408,0.443333333333333,0.404,-1.299,-2.45316666666667,0.0775,0.8945,-0.260333333333333,0.2085,0.230833333333333,0.679166666666667,0.601,0.9625,-0.748166666666667,-0.528833333333333,-0.904833333333333,0.589333333333333,0.04,0.408166666666667,-0.673833333333333,-0.314333333333333,-1.40933333333333,-0.859666666666667,-0.300166666666667,-0.570166666666667,-0.742333333333333,1.53133333333333,-0.167166666666667,0.0505,-0.7565,-0.658666666666667,0.783666666666667,-0.371166666666667,-0.205166666666667,-2.2035,-2.29233333333333,0.0131666666666667,-0.938,-2.08683333333333,0.0715,-1.69866666666667,-0.589166666666667,-0.953166666666667,-0.8775,-1.72
LSR,-0.003,-1.44075,0.50725,0.5775,0.33775,0.19725,0.45775,0.3725,0.4075,0.47775,0.633,-1.17025,0.2925,0.60625,0.42875,-2.0705,-1.07875,0.09,0.06825,0.3225,-0.528,-1.591,0.55075,0.61075,0.33475,-0.0035,0.49425,1.16,0.81125,-0.03475,-0.7105,-0.30775,-0.315,0.11425,0.48075,-0.84675,-1.29,-0.89025,-0.4495,0.28425,0.665,1.11025,0.25375,1.2955,0.71425,-0.64775,-0.07125,-0.072,0.132,-0.30575,0.61875,-0.87575,-0.80525,1.22475,-0.14075,-1.5675,1.4365,-0.83275,-1.05475,0.36375,0.07925,-1.286
TNAP,1.902,1.7845,1.746,1.7175,1.4475,1.658,1.2245,0.8765,1.557,1.3455,1.102,2.3095,1.551,0.882,1.2715,0.6195,2.35,1.789,2.267,1.267,1.2115,1.876,1.3065,1.335,1.2395,1.9245,1.8525,1.766,1.2375,1.341,2.08,2.1315,0.652,1.52,1.6795,0.6295,0.3705,1.199,2.376,1.11,1.286,1.8025,1.553,0.454,1.457,0.769,1.5185,1.932,1.483,1.4015,1.2945,1.5745,1.3475,1.299,1.143,1.117,1.035,1.661,0.862,1.148,1.83,1.3495
CACNG1,-0.0185,-1.6555,0.11,-0.2795,1.5335,2.524,0.8495,1.035,1.5905,0.6145,0.237,-1.022,0.568,1.7075,-1.3525,-1.117,0.7345,-0.459,-0.1455,-0.9745,0.9635,-1.906,2.312,0.1915,-0.1615,0.2275,0.4185,0.269,-0.8285,-0.817,0.4295,-2.1535,0.2955,0.057,0.2785,0.1875,-1.8705,-0.433,-0.123,-0.064,-0.264,-0.2765,-0.1925,-0.2695,0.5345,-0.776,0.2855,-0.6975,0.8715,0.938,-0.448,-0.556,-2.598,-1.1415,0.644,-1.2955,-0.2665,-1.364,0.1325,0.076,1.6835,-1.284
PTPRJ,-0.845642857142857,0.0935714285714286,-0.607642857142857,-1.00992857142857,-0.619785714285714,-0.92,-0.353571428571428,-0.929928571428571,-0.666285714285714,-1.0275,-0.493928571428571,-1.19085714285714,-0.925357142857143,-0.472071428571429,-1.46185714285714,-1.85992857142857,-1.3135,-0.704928571428572,-0.614928571428571,-1.02028571428571,-0.110428571428571,-0.839785714285714,-0.899071428571428,-0.988,-1.037,-0.7845,-0.971142857142857,-0.7935,-0.8265,-0.301928571428571,-0.948357142857143,-0.895928571428571,-1.19607142857143,-0.7765,-1.00192857142857,-0.8805,-0.464642857142857,-0.631769230769231,-1.01585714285714,-0.700285714285714,-1.07771428571429,-1.33092857142857,-0.840428571428571,-0.318230769230769,-1.22571428571429,-0.4275,-0.755214285714286,-0.700571428571428,-0.940857142857143,-0.717928571428571,-0.795571428571429,-1.17807142857143,-1.65085714285714,-1.24271428571429,-1.01992857142857,-1.57771428571429,-0.802357142857143,-1.74857142857143,-1.19221428571429,-0.787928571428571,-1.31764285714286,-0.716071428571429
ZNF668,-0.615,0.1135,-0.46225,-0.86625,-0.73975,-0.448,-0.93825,-0.438,-0.5125,-0.63,-0.7845,-0.28,-0.468,-0.51575,-0.1635,-1.7605,-1.209,-0.204,-1.44875,-0.877,-0.4005,-0.567,-0.46475,-0.979,-0.696,-0.77225,-0.595,-0.15,-0.33225,-0.3865,-1.30175,-0.40025,-1.03775,-0.46675,-0.46725,-0.95975,0.45275,-0.97,-0.934,-0.66475,-0.32125,-0.0155,-0.36725,1.36725,-0.20975,-0.45825,-0.572,-0.541,-0.67375,-0.92275,-0.42275,-0.131,-0.4205,-0.20525,-0.227,-0.083,0.1875,-0.73875,-1.3345,-0.2005,-0.44625,0.09175
IL17B,2.1895,-0.913,2.694,3.2395,1.932,1.778,3.046,3.106,3.3175,3.46,2.7625,0.649,2.912,3.745,3.1705,3.2275,4.489,2.6615,2.452,2.485,0.605,-0.6045,3.102,3.783,3.163,2.5395,2.402,3.4425,2.7625,1.5375,2.823,2.068,2.1045,2.8315,2.839,2.9315,1.3965,2.5135,3.1475,1.848,3.326,2.961,1.372,-2.089,3.4895,2.882,3.064,2.7875,3.673,3.5865,2.339,-0.623,-0.447,3.194,2.378,-0.5095,3.0135,1.4815,2.4125,1.3625,1.319,0.133
FOXH1,-1.0645,0.088,-0.715,-0.9045,-1.4545,-0.6405,-0.8035,-0.919,-0.9855,-1.3025,-1.0235,-0.419,-0.847,-0.683,0.054,-0.311,-1.0695,-0.709,-1.5175,-1.0905,-0.037,-1.0505,-1.2115,-0.8905,-0.3435,-0.99,-0.982,-0.011,-0.397,-0.3525,-1.388,-0.1175,-0.805,-0.507,-0.483,-1.4415,-0.386,-0.3625,-0.427,-0.0785,-0.5415,-0.1485,-0.7605,-0.1355,-0.123,-0.7605,-0.4885,-0.4365,-0.4775,-0.4425,-0.153,-1.1935,-0.0625,-0.2895,-0.1605,-0.219,-0.2625,0.0935,-0.865,-0.44,-0.553,0.152
PPM1G,-0.93925,-0.78075,-0.77475,-0.81175,-1.06625,-0.79825,-1.04675,-0.88575,-0.939,-0.80075,-0.7945,-0.6445,-0.80775,-0.84175,-1.2075,-2.22125,-1.76025,-1.07025,-1.40575,-0.72325,-1.0285,-1.104,-0.64525,-1.039,-0.88025,-0.96425,-1.07525,-0.602,-0.44825,-0.65825,-1.95325,-0.78325,-1.16325,-1.0405,-0.98675,-1.836,-2.084,-1.51575,-1.248,-0.946,-0.703,-0.39575,-0.99625,0.90675,-0.71775,-1.053,-0.897,-0.963,-0.8895,-1.60075,-0.90775,-0.7935,-0.5615,-0.2995,-1.346,-0.69175,-0.118,-1.077,-2.02175,-0.864,-0.97975,-1.104
MUSTN1,1.98425,2.051,0.93375,0.90025,2.04325,1.75125,0.49225,1.00875,0.91775,0.5975,0.92575,2.62975,1.32925,0.32875,0.957,1.30225,1.806,1.12425,1.12275,0.01075,1.69825,1.45125,0.59575,-0.184,1.16675,2.02125,0.52975,0.847,1.14175,1.41025,1.89825,3.63375,1.7765,1.68275,1.00325,1.3205,1.41925,4.302,0.67525,1.06475,1.21075,1.173,1.47875,1.1565,0.89725,2.741,1.4915,2.14975,2.613,1.7105,0.58575,1.96675,2.934,0.51875,2.6835,2.5795,1.41875,2.475,0.23775,1.43525,2.56325,3.3275
SUHW4,1.6865,1.517,1.11675,2.12525,1.72675,1.05775,1.54425,1.6805,1.62575,1.7465,1.96475,1.658,2.0555,1.725,1.38575,2.22375,1.948,1.53825,2.09125,1.82475,1.72725,2.05475,1.37775,1.73425,1.852,1.9915,2.122,1.73825,2.41675,1.8305,2.00325,1.61325,2.112,1.415,1.512,1.93075,2.191,1.90525,2.012,1.4685,1.203,1.06625,1.58425,-1.7615,1.46325,1.54275,1.966,1.63475,2.077,1.94325,2.1615,1.98725,2.11625,1.652,1.901,1.79025,1.46675,2.355,1.79525,1.90775,2.19425,1.3965
SEMA3F,0.4275,0.134166666666667,0.6115,0.0956666666666667,0.00916666666666667,0.687166666666667,0.312,0.459,0.488666666666667,0.683833333333333,0.865666666666667,0.838333333333333,0.3385,0.241333333333333,-1.36566666666667,-1.2812,-0.712,0.819833333333333,-0.086,0.015,0.8505,-0.107666666666667,0.1895,0.317666666666667,0.356,0.209166666666667,-0.198333333333333,0.720333333333333,0.819666666666667,0.0315,-0.1125,0.602833333333333,0.733333333333333,0.0191666666666667,0.309333333333333,-0.746166666666667,-0.660333333333333,-0.1194,-0.408833333333333,-0.0391666666666667,0.653166666666667,0.160333333333333,0.806333333333333,0.427666666666667,0.313333333333333,0.383833333333333,0.61,-0.0198333333333333,0.791166666666667,-0.0301666666666667,0.225833333333333,0.385333333333333,0.083,0.840666666666667,0.341166666666667,0.349833333333333,1.055,-0.301,-1.34783333333333,0.225,0.619666666666667,-0.1065
CPE,2.1319,1.5253,1.581,0.1166,1.4645,0.8096,1.6687,1.7099,1.3483,1.5669,2.1217,1.0421,1.8707,1.0464,1.4682,2.4908,1.7219,1.6025,2.4123,1.5978,0.7502,2.0399,1.7374,2.3554,1.7073,1.9697,1.3997,1.4445,1.4644,0.1681,1.8001,3.0667,1.6544,1.4154,1.8821,2.1686,2.784,3.6347,1.422,1.6104,1.8786,1.0997,1.8484,1.9557,0.922555555555556,1.87,1.1377,1.7194,1.4868,1.9635,1.5057,1.9311,1.4639,0.6422,1.8197,1.3517,1.4358,1.9409,1.7293,1.6484,1.5524,2.3422
TIGD3,-1.195,-1.6815,-1.3595,-0.94,-0.9745,-1.209,-0.9885,-0.7775,-0.9045,-1.34,-1.025,-1.5695,-1.1545,-0.7805,-2.561,-2.018,-1.0465,-1.14,-1.522,-1.0215,-0.417,-1.0945,-0.557,-0.249,-1.0035,-1.611,-0.7725,-0.53,-0.8335,-0.7845,-1.279,-1.333,-1.6805,-1.0445,-0.803,-1.5115,-0.8635,-0.686,-1.471,-0.903,-0.9325,-0.4985,-0.492,0.152,-0.3865,-1.443,-1.2825,-1.4495,-1.058,-1.111,-0.468,-1.597,-1.8125,-1.1385,-1.2775,-1.8625,-0.758,-1.271,-0.244,-2.1415,-1.2355,-0.087
LCAT,-0.545,-0.615166666666667,-1.13,-0.857666666666667,-0.419,-0.828166666666667,-1.324,-0.785833333333333,-0.551833333333333,-0.747833333333333,-0.790333333333333,-0.345833333333333,-0.356,-1.319,-0.975833333333333,-1.245,-1.42783333333333,-1.272,-1.21383333333333,-1.58716666666667,-0.526166666666667,-0.9275,-1.44083333333333,-1.74683333333333,-0.44,-0.615333333333333,-0.9415,-0.014,-0.193166666666667,-0.491333333333333,-0.951166666666667,-0.555166666666667,-0.5145,-0.600666666666667,-0.058,-1.75866666666667,-1.58416666666667,-1.32983333333333,-1.17033333333333,-0.6225,-0.505333333333333,-0.182333333333333,-0.490333333333333,0.2145,-0.886,-0.701666666666667,-0.9285,-0.221166666666667,0.157166666666667,-0.389166666666667,-0.453,-0.648,-0.238333333333333,0.106833333333333,-0.95,0.269,-0.401,-0.349,-1.31433333333333,-0.293666666666667,-0.222666666666667,-0.8915
SKIL,0.0075,0.1275,1.0615,-0.038,-0.064,0.1195,0.7895,-0.029,0.163,0.3385,0.4035,0.1715,-0.0865,0.1985,-0.4535,0.2325,-0.787,0.6655,0.5915,-0.3785,-0.1475,0.1415,-0.504,0.0365,-0.8665,0.2945,-0.4605,-0.8445,-0.1855,1.0405,0.4905,0.204,-0.474,-0.6785,-0.582,0.328,-0.505,1.5445,0.3295,0.5245,-0.2015,-0.9755,0.1865,-0.696,-0.813,0.3385,0.3545,-0.36,-0.302,0.797,-1.066,0.5025,-0.527,-1.125,-0.3785,-0.145,-0.2535,-0.8505,0.847,-0.7445,-0.3605,0.3215
ADSS,-0.0865,-0.739333333333333,0.373166666666667,0.330666666666667,0.0411666666666667,-0.391833333333333,0.603,0.237166666666667,0.228833333333333,-0.037,0.0376666666666667,-1.2965,-0.0273333333333333,0.335,-1.258,-0.169166666666667,-0.577166666666667,-0.465166666666667,0.716666666666667,0.405166666666667,-0.6595,-0.692,0.0736666666666667,0.665833333333333,-0.320666666666667,0.1465,-0.264,-0.6925,-0.504666666666667,-0.129166666666667,0.419,-0.707833333333333,-0.563833333333333,0.298666666666667,-0.1225,0.616166666666667,-0.00566666666666667,0.647833333333333,0.188833333333333,0.0273333333333333,-0.177333333333333,-0.7185,-0.399333333333333,-1.19033333333333,-0.402,-0.4105,-0.607833333333333,-0.6025,-0.314666666666667,-0.0711666666666667,-0.538333333333333,-0.8665,-1.0665,-0.0935,-0.5535,-1.24783333333333,-0.391666666666667,-1.1215,0.199166666666667,-0.645,-0.563666666666667,-0.868833333333333
RAB10,-0.255,0.042625,-0.05825,-0.022875,-0.352,-0.36875,0.17675,-0.35525,-0.132,-0.242875,-0.119125,-0.363,-0.254875,-0.104625,-0.49475,-0.6535,-0.577,-0.137875,0.422875,0.013875,0.145,0.071875,-0.238375,0.35025,-0.5155,-0.1625,-0.307875,-0.407375,-0.23825,-0.1505,-0.219125,-0.27525,-0.434,-0.588625,-0.57725,-0.3695,-0.655375,-0.345,-0.461875,-0.49575,-0.178125,-0.619125,-0.532375,-1.77575,-0.367875,-0.168,-0.362375,-0.37275,-0.459,-0.617,-0.420625,-0.022875,-0.714625,-0.5585,-0.70925,-0.261875,-0.2145,-0.604125,-0.622625,-0.661625,-0.58925,-0.229125
ZNF277P,0.079,-0.252375,-0.023375,0.307375,0.124875,-0.1735,0.589125,0.698125,0.710625,0.68475,0.565375,-0.681875,0.375125,0.57075,-0.818625,0.898625,-0.230875,-0.572625,0.77825,0.61475,-0.201125,-0.531,-0.179625,0.868125,-0.008625,0.169625,0.469875,-0.82925,-0.232,-0.24625,0.40675,-0.495125,-0.194625,0.13725,-0.4755,0.16075,0.216125,0.37175,0.0985,-0.198875,-0.950875,-0.472625,-0.173,-2.12014285714286,-0.24075,-0.742125,-0.461375,-0.42925,-0.100375,-0.1365,0.12475,-0.034,-0.257125,0.387375,-0.276375,-0.929125,-0.357625,-0.32,0.16075,-0.426125,-0.479375,-0.63725
ABCC13,-0.00775,0.11325,0.299875,0.029875,-0.2855,-0.150857142857143,0.819,0.308625,0.395125,-0.00225000000000002,0.048875,0.275125,0.2635,-0.109875,0.1715,0.195,0.4305,0.6085,-0.01375,-0.0125,0.00762499999999999,1.14642857142857,0.287125,-0.435875,-0.331375,-0.166125,0.38625,0.14475,0.040125,0.1205,0.5615,0.094125,0.15175,-0.165428571428571,-0.348428571428571,0.304285714285714,0.384625,-0.167666666666667,-0.29075,-0.077875,0.646875,-0.520375,0.138625,0.96525,0.10575,0.424625,0.165125,0.82925,-0.261875,0.020625,-0.3675,1.6455,-0.146285714285714,-0.294,-0.0385,0.101285714285714,0.401,-0.845857142857143,1.90975,-0.103142857142857,0.644125,0.82975
CNOT3,-0.3375,-0.246,-0.24525,-0.3065,-0.4385,-0.42425,-0.316,-0.1325,-0.2995,-0.1305,-0.2815,-0.33975,-0.2835,-0.03175,0.05125,-1.1455,-0.80975,-0.386,-1.2545,-0.657,0.115,-0.73525,-0.41475,-0.68625,-0.4795,-0.44025,-0.4235,-0.2085,0.00525,-0.10125,-0.97,-0.275,-0.1375,-0.203,-0.329,-1.03725,-1.4095,-0.2465,-1.36725,-0.82525,-0.72925,-0.29925,-0.51375,-0.03425,-0.2705,0.01425,-0.28375,-0.3185,0.528,-0.33625,-0.14225,-0.8545,-0.09125,0.03025,-0.16425,-0.2055,-0.106,-0.0195,-1.91525,-0.6385,-0.27575,-0.63475
SFT2D2,0.404333333333333,1.03766666666667,0.9885,0.544833333333333,0.2285,0.287833333333333,0.973166666666667,0.742333333333333,0.317833333333333,0.6595,0.1885,0.184833333333333,0.0228333333333333,0.9155,0.0531666666666667,1.5425,1.15233333333333,0.954666666666667,1.02433333333333,0.432333333333333,0.4585,0.364,0.7015,0.754,-0.006,0.819666666666667,-0.0526666666666667,0.012,0.53,1.21816666666667,0.923333333333333,0.64,0.0606666666666667,0.379,0.0731666666666667,1.18316666666667,0.137666666666667,1.23416666666667,1.34033333333333,1.01416666666667,0.277333333333333,0.531833333333333,0.662666666666667,-0.5115,0.528666666666667,0.646666666666667,0.754166666666667,0.478166666666667,0.5335,1.03266666666667,-0.0426666666666667,1.06816666666667,0.210166666666667,0.469833333333333,0.882333333333333,0.694833333333333,0.750333333333333,0.645166666666667,1.40083333333333,0.558333333333333,0.783666666666667,1.86466666666667
